system:index,B10,B2,B3,B4,B5,B6,B7,Hillshade,MNDWI,NDVI,id,slope,.geo,Class,Sensor,B10_normalized
228_0,291.98297,0.08069688,0.062068146,0.04064136,0.14983352,0.062218983,0.019026367,168,-0.0012136173,0.57326275,1019765438,6.204225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.07259227771317,-43.403617067813556]}",DarkVeg,LT05,0.6679252250585002
229_0,291.98297,0.07411144,0.058627322,0.04064136,0.202996,0.07661821,0.032351106,195,-0.13302389,0.66637826,337286975,9.789771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2795550761374,-42.894570150678256]}",DarkVeg,LT05,0.6679252250585002
230_0,292.87924,0.07411144,0.062068146,0.043569576,0.23134933,0.083817825,0.032351106,236,-0.14908685,0.68303686,-2031322042,27.542072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.4607865787166,-42.807533252121814]}",DarkVeg,LT05,0.686968693767246
231_0,293.3249,0.08069688,0.06550897,0.043569576,0.19236352,0.09581718,0.039013475,185,-0.18786918,0.6306616,-104078220,1.5570918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.24776950953847,-42.756050864289804]}",DarkVeg,LT05,0.6964378406367615
232_0,291.53232,0.07411144,0.051745676,0.031856705,0.15692185,0.05021963,0.019026367,184,0.014966331,0.66249657,-558550178,1.6915544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.27858380535204,-42.596310889786245]}",DarkVeg,LT05,0.6583500533205231
233_0,291.53232,0.07411144,0.0551865,0.034784924,0.202996,0.059819113,0.025688738,190,-0.04028164,0.7074204,-1398577717,2.3716793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.4982237578866,-42.533967009790004]}",DarkVeg,LT05,0.6583500533205231
234_0,294.2113,0.08069688,0.062068146,0.046497796,0.17109852,0.12221576,0.0556694,191,-0.32638562,0.5726233,1293154897,1.6095848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.50984694916588,-42.57065941234836]}",DarkVeg,LT05,0.7152715968301326
235_0,297.2645,0.077404164,0.072390616,0.055282447,0.18173102,0.14621447,0.06566296,186,-0.33770418,0.53350794,684499858,0.43269268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.548374583493,-42.5875023125622]}",DarkVeg,LT05,0.7801443680503515
236_0,290.17004,0.070818715,0.0551865,0.031856705,0.13211268,0.045419887,0.012363997,133,0.09707746,0.61143106,1531160644,24.836128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.50195009774845,-42.72523067170473]}",DarkVeg,LT05,0.6294050517556459
237_0,293.3249,0.07411144,0.058627322,0.04064136,0.19945183,0.081417955,0.025688738,217,-0.16273761,0.6614535,-1777714808,12.102419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.42933991288754,-42.77010294017856]}",DarkVeg,LT05,0.6964378406367615
238_0,291.98297,0.070818715,0.062068146,0.03771314,0.21717267,0.0694186,0.025688738,166,-0.055902638,0.70407814,-227754713,10.84742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.13008097313426,-42.92833701097102]}",DarkVeg,LT05,0.6679252250585002
239_0,291.98297,0.07411144,0.058627322,0.034784924,0.202996,0.062218983,0.019026367,165,-0.029720895,0.7074204,1965429646,7.982131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.04922576525513,-42.95865773602939]}",DarkVeg,LT05,0.6679252250585002
240_0,290.6259,0.07411144,0.048304852,0.031856705,0.18881935,0.03822027,0.012363997,186,0.11655089,0.7112808,1444185529,0.5228159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.9055521609078,-42.86596555795913]}",DarkVeg,LT05,0.6390909228051843
241_0,291.98297,0.08069688,0.062068146,0.046497796,0.16401018,0.10541666,0.03568229,188,-0.2588206,0.5582325,1591155077,0.88819224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.8449512116676,-42.86698016622268]}",DarkVeg,LT05,0.6679252250585002
242_0,289.25308,0.07411144,0.051745676,0.031856705,0.11793602,0.035820402,0.019026367,129,0.18186578,0.5746562,-1334971105,23.562725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.67543241331825,-43.046547980114056]}",DarkVeg,LT05,0.6099219729209513
243_0,291.07996,0.0757578,0.058627322,0.03771314,0.13211268,0.045419887,0.015695183,150,0.12693696,0.55586094,2067648744,30.739033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.1180635226639,-43.41045995808266]}",DarkVeg,LT05,0.6487385484111893
244_0,291.07996,0.077404164,0.058627322,0.04064136,0.12856852,0.05501937,0.022357551,157,0.031747084,0.5196337,485778736,9.689881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.93085640835793,-43.49962606502235]}",DarkVeg,LT05,0.6487385484111893
245_0,290.6259,0.0757578,0.0551865,0.034784924,0.103759356,0.040620144,0.015695183,131,0.15203908,0.49785116,1753446940,20.554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.9228676373898,-43.614893949070336]}",DarkVeg,LT05,0.6390909228051843
246_0,287.39722,0.08234324,0.058627322,0.04064136,0.17818685,0.067018725,0.025688738,145,-0.06678604,0.62855464,-169544815,24.79236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.7958176670914,-43.83296004611491]}",DarkVeg,LT05,0.5704896457898248
247_0,285.98544,0.07246508,0.048304852,0.034784924,0.13920102,0.03822027,0.015695183,109,0.11655089,0.600141,-473030464,30.42019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.9809891544136,-43.8931050953312]}",DarkVeg,LT05,0.5404928945277777
248_0,291.53232,0.07246508,0.058627322,0.034784924,0.14983352,0.05741924,0.022357551,161,0.01041032,0.62316954,-1720638406,8.514667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.0481925894451,-43.04861897156576]}",DarkVeg,LT05,0.6583500533205231
249_0,291.53232,0.06917235,0.0551865,0.031856705,0.16046602,0.062218983,0.022357551,202,-0.05989911,0.66871613,720872808,21.856098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.44157313683866,-42.84029836724649]}",DarkVeg,LT05,0.6583500533205231
0_0,272.92297,0.4149082,0.7984044,0.7404854,0.6070309,0.007021947,0.009032813,220,0.9825634,-0.09903739,195481986,15.775717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.21916835952456,-43.50087808405693]}",Ice,LT05,0.2629484729763009
1_0,272.92297,0.4149082,0.69862056,0.7170597,0.61057514,0.016621431,0.012363997,183,0.9535222,-0.08020619,-70882396,6.8604236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.14981949059484,-43.52415460980182]}",Ice,LT05,0.2629484729763009
2_0,272.92297,0.4149082,0.61948156,0.66435176,0.5574126,0.016621431,0.012363997,211,0.94773984,-0.087528445,1314144149,22.329554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.14407212393817,-43.536807647558916]}",Ice,LT05,0.2629484729763009
3_0,273.4566,0.4149082,0.8672209,0.7404854,0.7310768,0.01422156,0.009032813,201,0.9677312,-0.006393649,-938354243,10.732379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.16703504592797,-43.54102914075006]}",Ice,LT05,0.2742867596611701
4_0,272.92297,0.4149082,0.6332449,0.6555671,0.5645009,0.019021302,0.009032813,171,0.94167626,-0.07464025,-1998921394,6.0711985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.29987513935035,-43.517338286744156]}",Ice,LT05,0.2629484729763009
5_0,273.4566,0.4149082,0.55410594,0.5384384,0.42982265,0.021421174,0.009032813,176,0.9255598,-0.112176076,-588332911,3.4455385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.2934014665339,-43.53134505393419]}",Ice,LT05,0.2742867596611701
6_0,272.92297,0.4149082,0.7915228,0.7404854,0.63538426,0.011821689,0.009032813,162,0.97056884,-0.076388896,-1184261280,10.5587435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.50100455508036,-43.43384242165709]}",Ice,LT05,0.2629484729763009
7_0,273.4566,0.4149082,0.6917389,0.67606467,0.5645009,0.01422156,0.012363997,165,0.95971006,-0.08992974,-57099388,8.314759,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.48240457655882,-43.441593554975405]}",Ice,LT05,0.2742867596611701
8_0,273.4566,0.4149082,0.80184525,0.7404854,0.66019344,0.016621431,0.009032813,164,0.95938396,-0.057323623,1455218429,7.4645834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.64815564070304,-43.30715633890418]}",Ice,LT05,0.2742867596611701
9_0,273.4566,0.4149082,0.6332449,0.66142356,0.5645009,0.016621431,0.015695183,159,0.94884664,-0.07906085,-1867894902,9.0036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.67210197161344,-43.32532670198601]}",Ice,LT05,0.2742867596611701
10_0,272.92297,0.4149082,0.59883666,0.6379978,0.5538685,0.016621431,0.009032813,177,0.9459868,-0.07058622,1974278568,10.033249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.69540740025906,-43.326471687369285]}",Ice,LT05,0.2629484729763009
11_0,272.38654,0.4149082,0.7261471,0.73755723,0.61766344,0.016621431,0.012363997,164,0.95524466,-0.08846809,-477662570,7.706558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.71020180586666,-43.32786081347171]}",Ice,LT05,0.2515506933792677
12_0,273.4566,0.4149082,0.75367373,0.7404854,0.61766344,0.019021302,0.009032813,166,0.9507663,-0.090433374,450230525,6.813199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.73546111433285,-43.305500608082966]}",Ice,LT05,0.2742867596611701
13_0,272.92297,0.4149082,0.8672209,0.7404854,0.7558859,0.026220916,0.015695183,205,0.9413036,0.010291877,554251617,6.2946362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.93716652195172,-43.19773294314142]}",Ice,LT05,0.2629484729763009
14_0,273.4566,0.4149082,0.60227746,0.6175003,0.5290593,0.01422156,0.009032813,159,0.9538635,-0.077135995,1785978789,9.245063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.9367810977713,-43.21340102290893]}",Ice,LT05,0.2742867596611701
15_0,278.13815,0.4149082,0.56786925,0.599931,0.5396918,0.043020014,0.025688738,203,0.8591561,-0.05285889,-2048845139,20.13711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.56888906227564,-43.53109495619128]}",Ice,LT05,0.37375784642457127
16_0,273.98743,0.4149082,0.80528605,0.7404854,0.66019344,0.031020658,0.015695183,255,0.9258151,-0.057323623,-1804595660,45.05715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.15213811256416,-43.597105470620065]}",Ice,LT05,0.28556555343387785
17_0,272.92297,0.4149082,0.7639962,0.7404854,0.6247518,0.019021302,0.012363997,215,0.95141536,-0.084771805,1057133534,30.220213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.7602183540999,-43.80421767311936]}",Ice,LT05,0.2629484729763009
18_0,273.4566,0.4149082,0.68829805,0.734629,0.6318401,0.021421174,0.009032813,207,0.9396348,-0.07522224,1655618608,7.5833225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.7672720871076,-43.30556975512826]}",Ice,LT05,0.2742867596611701
19_0,273.4566,0.4149082,0.6470082,0.66728,0.5893101,0.019021302,0.012363997,159,0.9428815,-0.0620488,1058926467,10.141034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.83833380751872,-43.2900242302566]}",Ice,LT05,0.2742867596611701
20_0,273.98743,0.4149082,0.61948156,0.66142356,0.58576596,0.021421174,0.015695183,192,0.9331531,-0.06066248,680199623,21.114628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.83129187128452,-43.295686975091215]}",Ice,LT05,0.28556555343387785
21_0,272.92297,0.4149082,0.8672209,0.7404854,0.8941084,0.043020014,0.029019922,243,0.90547556,0.09398236,-1612935427,20.107752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.87240822880844,-43.2649443373503]}",Ice,LT05,0.2629484729763009
22_0,273.4566,0.4149082,0.65733063,0.64678246,0.55032426,0.016621431,0.009032813,163,0.9506747,-0.08057611,-1655671694,9.024197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.89688137492794,-43.21985543534954]}",Ice,LT05,0.2742867596611701
23_0,273.98743,0.4149082,0.7639962,0.7404854,0.6850026,0.019021302,0.015695183,224,0.95141536,-0.03892197,-250349928,17.004238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.01729069353257,-43.18937444074228]}",Ice,LT05,0.28556555343387785
24_0,273.4566,0.4149082,0.8672209,0.7404854,0.7736068,0.028620787,0.019026367,218,0.93610305,0.021875383,-1963985441,12.327024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.9312697962235,-43.18773424047412]}",Ice,LT05,0.2742867596611701
25_0,276.60098,0.4149082,0.8396943,0.7404854,0.7736068,0.028620787,0.012363997,255,0.93407744,0.021875383,-1095630923,23.72637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.202676113575,-43.09248398519237]}",Ice,LT05,0.3410968750710458
26_0,273.98743,0.4149082,0.8293718,0.7404854,0.6920909,0.028620787,0.019026367,255,0.9332843,-0.033781447,-2107742124,44.319073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.10262228898932,-43.60267019436666]}",Ice,LT05,0.28556555343387785
27_0,273.4566,0.4149082,0.5472243,0.5296537,0.41919014,0.011821689,0.0023704425,180,0.95770764,-0.116419144,-812404731,10.167386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.108809069375,-43.611632629068986]}",Ice,LT05,0.2742867596611701
28_0,274.51547,0.4149082,0.8672209,0.7404854,0.8196809,0.028620787,0.015695183,255,0.93610305,0.050760932,-1639279791,47.024437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.09746750500813,-43.62423936912529]}",Ice,LT05,0.2967850667691074
29_0,272.92297,0.4149082,0.6366857,0.60871565,0.47944096,0.011821689,0.0057016276,206,0.96354187,-0.11880156,-71160591,37.344917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.06232534943902,-43.6841932514774]}",Ice,LT05,0.2629484729763009
30_0,272.92297,0.4149082,0.7777595,0.7404854,0.6247518,0.01422156,0.0057016276,158,0.9640861,-0.084771805,504597374,19.713903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.01106890799892,-43.677548539661096]}",Ice,LT05,0.2629484729763009
31_0,272.92297,0.4149082,0.7777595,0.7404854,0.6318401,0.021421174,0.012363997,178,0.9463922,-0.07916877,-1702532932,3.5453906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.98100963286828,-43.672422373952195]}",Ice,LT05,0.2629484729763009
32_0,272.92297,0.4149082,0.7502329,0.7404854,0.6389285,0.016621431,0.012363997,175,0.9566504,-0.07362326,-1129851048,4.1799235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.95760578643117,-43.67005038009086]}",Ice,LT05,0.2629484729763009
33_0,272.92297,0.4149082,0.61948156,0.6028592,0.4865293,0.007021947,0.009032813,140,0.9775837,-0.1067846,2086207780,17.078632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.0162300560828,-43.680564382735604]}",Ice,LT05,0.2629484729763009
34_0,274.51547,0.4149082,0.81904936,0.7404854,0.7594301,0.021421174,0.012363997,255,0.94902575,0.012630498,-1985144111,25.040752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.98148494409767,-43.75427203270918]}",Ice,LT05,0.2967850667691074
35_0,273.4566,0.4149082,0.6951797,0.7317008,0.6389285,0.023821045,0.009032813,204,0.93373847,-0.067685924,635249429,6.287232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.9959935046052,-43.75575098690247]}",Ice,LT05,0.2742867596611701
36_0,273.4566,0.4149082,0.57131004,0.5852899,0.4865293,0.009421818,0.0057016276,155,0.9675519,-0.09214297,-1256907866,10.41754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.82555431404032,-43.74359208278782]}",Ice,LT05,0.2742867596611701
37_0,273.4566,0.4149082,0.8672209,0.7404854,0.8941084,0.023821045,0.015695183,255,0.94653213,0.09398236,1763868883,29.35095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.79802589920277,-43.77869079765069]}",Ice,LT05,0.2742867596611701
38_0,273.98743,0.4149082,0.6298041,0.64385426,0.5715893,0.011821689,0.009032813,172,0.9631508,-0.059455637,32131964,23.860058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.98340616537092,-43.59653984334297]}",Ice,LT05,0.28556555343387785
39_0,273.4566,0.4149082,0.68829805,0.7024186,0.61057514,0.023821045,0.015695183,206,0.93309814,-0.06994967,645676255,30.21019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.97599214628784,-43.59539318036847]}",Ice,LT05,0.2742867596611701
40_0,276.08356,0.4149082,0.7605554,0.7404854,0.6885468,0.021421174,0.012363997,211,0.9452127,-0.036345333,175469561,14.278958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.96506734850553,-43.60393870065296]}",Ice,LT05,0.33010300985266294
41_0,273.98743,0.4149082,0.8672209,0.7404854,0.8019601,0.026220916,0.019026367,255,0.9413036,0.039855335,-2043502462,27.232729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.02908086330254,-43.59909788429803]}",Ice,LT05,0.28556555343387785
42_0,273.98743,0.4149082,0.8672209,0.7404854,0.85512257,0.026220916,0.012363997,255,0.9413036,0.07184543,1050961538,37.72879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.0368206525576,-43.60321519418651]}",Ice,LT05,0.28556555343387785
43_0,273.4566,0.4149082,0.48184863,0.5091562,0.44754347,0.016621431,0.0057016276,148,0.9333102,-0.06440135,1036906914,12.624749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.32116939655242,-43.538266453703386]}",Ice,LT05,0.2742867596611701
44_0,273.4566,0.4149082,0.7399104,0.7404854,0.6920909,0.023821045,0.012363997,211,0.9376193,-0.033781447,-1174375501,11.620927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.31845472884774,-43.548515089533254]}",Ice,LT05,0.2742867596611701
45_0,273.4566,0.4149082,0.61604077,0.61457205,0.47944096,0.01422156,0.009032813,204,0.954871,-0.12351873,-187327030,13.152245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.32347240305918,-43.564752412061466]}",Ice,LT05,0.2742867596611701
46_0,273.4566,0.4149082,0.57131004,0.57943344,0.45817596,0.01422156,0.009032813,213,0.9514234,-0.116862364,2071335657,27.25942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.29422779621686,-43.58780630881704]}",Ice,LT05,0.2742867596611701
47_0,273.4566,0.4149082,0.8672209,0.7404854,0.7984159,0.026220916,0.015695183,251,0.9413036,0.037644044,-621268925,26.855885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.2822340837686,-43.59637558941747]}",Ice,LT05,0.2742867596611701
48_0,275.04083,0.41326183,0.48873028,0.5120844,0.47235262,0.031020658,0.019026367,206,0.8806326,-0.04035992,-577570210,15.568029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.28248696666432,-43.60637173295108]}",Ice,LT05,0.30794763688841054
49_0,273.4566,0.33588287,0.40615052,0.43302256,0.40855765,0.023821045,0.012363997,184,0.8891971,-0.0290702,2047301794,10.368779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.266085898109,-43.61004933371553]}",Ice,LT05,0.2742867596611701
50_0,273.4566,0.4149082,0.47840783,0.506228,0.45108762,0.01422156,0.009032813,154,0.94226265,-0.057598982,-1049872655,14.442057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.36002872538853,-43.62060838507917]}",Ice,LT05,0.2742867596611701
51_0,275.04083,0.4149082,0.8672209,0.7404854,0.8090484,0.023821045,0.015695183,255,0.94653213,0.04424749,-796797015,36.498764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.39473917295388,-43.607561413951174]}",Ice,LT05,0.30794763688841054
52_0,273.4566,0.4149082,0.6951797,0.6907057,0.57513344,0.023821045,0.012363997,169,0.93373847,-0.09130091,-413361910,22.16843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.4408248288783,-43.528379338774464]}",Ice,LT05,0.2742867596611701
53_0,273.4566,0.4149082,0.69862056,0.7404854,0.66019344,0.019021302,0.012363997,206,0.9469894,-0.057323623,-1084798456,9.462039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.38939448383485,-43.51109822208987]}",Ice,LT05,0.2742867596611701
54_0,273.4566,0.4149082,0.5059344,0.5003716,0.415646,0.016621431,0.012363997,178,0.9363841,-0.09249341,-1741763692,4.552087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.40264329795738,-43.52251356066399]}",Ice,LT05,0.2742867596611701
55_0,272.92297,0.4149082,0.83281267,0.7404854,0.6920909,0.021421174,0.012363997,199,0.94984704,-0.033781447,-1763927622,9.208639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.3978224902345,-43.48467034634967]}",Ice,LT05,0.2629484729763009
56_0,272.92297,0.4149082,0.6814164,0.6731364,0.5715893,0.011821689,0.0057016276,167,0.9658943,-0.08158193,-314607326,7.8420773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.4537359444971,-43.45523686689971]}",Ice,LT05,0.2629484729763009
57_0,272.92297,0.4149082,0.7984044,0.7404854,0.67082596,0.016621431,0.009032813,184,0.9592125,-0.049357973,1985347775,7.8527045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.45973596446882,-43.44770171450207]}",Ice,LT05,0.2629484729763009
58_0,272.92297,0.4149082,0.68485725,0.6731364,0.54323596,0.011821689,0.009032813,154,0.9660627,-0.10679333,-1150223283,18.549707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.52894068137968,-43.41640232860335]}",Ice,LT05,0.2629484729763009
59_0,273.4566,0.4149082,0.767437,0.7404854,0.6424726,0.021421174,0.012363997,193,0.9456907,-0.07087186,-813047890,9.710743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.5296358003686,-43.42234810089008]}",Ice,LT05,0.2742867596611701
60_0,273.4566,0.4149082,0.58507335,0.61164385,0.53260344,0.019021302,0.009032813,175,0.9370254,-0.06907634,2133513608,4.832453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.5216421682914,-43.40205499433758]}",Ice,LT05,0.2742867596611701
61_0,272.92297,0.4149082,0.58163255,0.60871565,0.5290593,0.016621431,0.012363997,176,0.9444335,-0.07001065,1949514333,9.813718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.57927539453863,-43.42551295578803]}",Ice,LT05,0.2629484729763009
62_0,278.13815,0.32765105,0.3029258,0.31589383,0.22780517,0.0694186,0.052338216,255,0.62712693,-0.16201733,2097017592,49.334427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.58829179788637,-43.46228362713333]}",Ice,LT05,0.37375784642457127
63_0,272.92297,0.4149082,0.4439996,0.42716613,0.34476265,0.007021947,0.0057016276,109,0.96886206,-0.10675011,-261395085,26.3987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.11734688847156,-43.61250923774749]}",Ice,LT05,0.2629484729763009
64_0,274.51547,0.4149082,0.47840783,0.44766364,0.330586,0.01422156,0.009032813,201,0.94226265,-0.15043715,648074891,16.21531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.1112002902453,-43.62596769927089]}",Ice,LT05,0.2967850667691074
65_0,273.98743,0.4149082,0.6642123,0.6907057,0.6212076,0.021421174,0.009032813,193,0.9375142,-0.05297463,746278057,13.027161,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.3099520422714,-43.57763758733942]}",Ice,LT05,0.28556555343387785
66_0,273.4566,0.4066764,0.39582804,0.37153,0.31640932,0.01422156,0.0023704425,114,0.9306349,-0.08012433,228194790,25.342764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.95103087354533,-43.66296713638765]}",Ice,LT05,0.2742867596611701
67_0,272.92297,0.35728556,0.3614198,0.3422478,0.27033517,0.009421818,0.009032813,103,0.94918686,-0.117392495,-2062948111,29.568428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.9550715998935,-43.66597545735529]}",Ice,LT05,0.2629484729763009
68_0,273.98743,0.4149082,0.8672209,0.7404854,0.8196809,0.023821045,0.015695183,250,0.94653213,0.050760932,-2021006659,21.671844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.03451596345417,-43.7239391247403]}",Ice,LT05,0.28556555343387785
69_0,273.4566,0.4149082,0.7915228,0.7404854,0.6637376,0.016621431,0.012363997,193,0.95886517,-0.05465502,-530734453,7.0403957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.0395755111929,-43.75693589012212]}",Ice,LT05,0.2742867596611701
70_0,273.4566,0.4149082,0.8672209,0.7404854,0.7275326,0.016621431,0.012363997,217,0.9623882,-0.008823328,-1924994153,12.184047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.05639418607714,-43.7538346073329]}",Ice,LT05,0.2742867596611701
71_0,272.92297,0.4149082,0.55754673,0.5647924,0.46880847,0.01422156,0.009032813,151,0.95025414,-0.09286363,-1532648056,16.290434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.02793264359187,-43.762509868540796]}",Ice,LT05,0.2629484729763009
72_0,274.51547,0.35399285,0.38206476,0.3744582,0.30577683,0.011821689,0.009032813,143,0.9399741,-0.1009671,-79020321,25.820091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.0419532670896,-43.70131186744576]}",Ice,LT05,0.2967850667691074
73_0,270.7596,0.4149082,0.53690183,0.5032998,0.3908368,0.009421818,0.009032813,128,0.9655083,-0.12577829,1349124662,20.11419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.0299426868962,-43.68419312516416]}",Ice,LT05,0.2169823367668526
74_0,273.4566,0.38362736,0.39926887,0.37738642,0.29160017,0.007021947,0.0057016276,131,0.9654339,-0.12823315,-949896384,18.574009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.11125614822876,-43.571673474320505]}",Ice,LT05,0.2742867596611701
75_0,274.51547,0.4149082,0.5196977,0.48573047,0.373116,0.01422156,0.009032813,184,0.9467277,-0.13112295,94768536,2.760206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.2380253299229,-43.56529533877834]}",Ice,LT05,0.2967850667691074
76_0,273.98743,0.4149082,0.45432204,0.46230474,0.373116,0.009421818,0.0023704425,167,0.95936626,-0.106759086,-1766158898,9.050568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.13316624355224,-43.520517918134246]}",Ice,LT05,0.28556555343387785
77_0,273.4566,0.4149082,0.6607715,0.6526389,0.5467801,0.011821689,0.009032813,151,0.96484745,-0.0882584,389171846,11.795388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.16330008700342,-43.4888674020982]}",Ice,LT05,0.2742867596611701
78_0,273.4566,0.4149082,0.6814164,0.69949037,0.58576596,0.01422156,0.0057016276,188,0.95911217,-0.08848383,-359528797,8.139963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.2148906975863,-43.487342394793735]}",Ice,LT05,0.2742867596611701
79_0,273.4566,0.40503004,0.45432204,0.47401762,0.40855765,0.007021947,0.0057016276,140,0.9695587,-0.07416927,1787703522,15.700339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.29650862190468,-43.48760356440023]}",Ice,LT05,0.2742867596611701
80_0,273.98743,0.363871,0.37862393,0.345176,0.25261432,0.009421818,0.0023704425,165,0.9514397,-0.15483972,197849689,15.198286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.1291261486993,-43.51751582455556]}",Ice,LT05,0.28556555343387785
